medium_id,phi_X,growth_rate_hr
1,1.1205508356932700,1.7463768115942000
1,2.734188461324900,1.785024154589370
1,1.0006108057082600,1.7028985507246400
1,4.312843578210900,1.5193236714975800
1,12.197234715975300,1.1135265700483100
1,14.032983508245900,1.0845410628019300
1,17.239713476595000,0.9830917874396140
1,18.02654228441340,0.8285024154589370
1,20.553612082847500,0.8140096618357490
1,24.910877894386100,0.7222222222222220
1,26.281859070464800,0.6497584541062800
1,19.267588428008200,0.6256038647343000
2,1.0250430340385400,0.9154589371980680
2,3.0840135487811700,0.8285024154589370
2,4.692098395246820,0.8188405797101450
2,18.790604697651200,0.47584541062801900
2,19.807318562940800,0.3212560386473430
2,26.696096396246300,0.25362318840579700
2,32.09228718973850,0.20048309178744000
3,1.1072241656949300,0.630434782608696
3,1.100560830695770,0.5724637681159420
3,4.205674940307630,0.5869565217391310
3,7.417402409906160,0.5289855072463770
3,10.160475317896600,0.3937198067632850
3,15.202398800599700,0.2584541062801940
3,16.2557610083847,0.42270531400966200
3,22.905214059636800,0.2729468599033820
3,24.281748014881500,0.24879227053140100